<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
VIC,20170822,35.2,35.53,35.2,35.37,219070,42.6,43,42.6,42.8,0,62520,57810
VIC,20170821,34.96,35.45,34.96,35.45,297760,42.3,42.9,42.3,42.9,270000,344840,477990
VIC,20170818,35.33,35.62,35.04,35.33,523350,42.75,43.1,42.4,42.75,150000,160580,602370
VIC,20170817,35.54,35.54,35.04,35.33,334020,43,43,42.4,42.75,0,29790,171670
VIC,20170816,35.13,35.42,35.04,35.37,259540,42.5,42.85,42.4,42.8,0,70510,219380
VIC,20170815,35.87,35.95,35.12,35.21,508250,43.4,43.5,42.5,42.6,0,19270,379470
VIC,20170814,35.95,35.99,35.7,35.95,227890,43.5,43.55,43.2,43.5,0,163170,137220
VIC,20170811,35.7,36.11,35.45,35.95,125330,43.2,43.7,42.9,43.5,1782804,23060,3160
VIC,20170810,35.95,36.2,35.54,35.7,178660,43.5,43.8,43,43.2,0,48140,9100
VIC,20170809,36.61,37.19,35.95,35.95,631740,44.3,45,43.5,43.5,159851,87770,268320
VIC,20170808,36.78,37.11,36.78,37.11,655500,44.5,44.9,44.5,44.9,0,185040,104170
VIC,20170807,36.82,36.86,36.61,36.78,342670,44.55,44.6,44.3,44.5,0,130730,39720
VIC,20170804,36.86,37.1,36.69,36.82,436280,44.6,44.9,44.4,44.55,3438788,134830,133920
VIC,20170803,36.52,37.02,36.36,36.69,481890,44.2,44.8,44,44.4,0,203750,36800
VIC,20170802,36.28,36.77,36.28,36.69,388850,43.9,44.5,43.9,44.4,0,132780,100740
VIC,20170801,36.78,36.78,36.37,36.69,404610,44.5,44.5,44,44.4,0,130500,73930
VIC,20170731,36.03,36.77,35.95,36.78,1244560,43.6,44.5,43.5,44.5,0,577900,306000
VIC,20170728,34.96,35.46,34.71,35.45,431700,42.3,42.9,42,42.9,0,91920,38470
VIC,20170727,34.8,35.21,34.8,34.96,254710,42.1,42.6,42.1,42.3,159870,278330,246590
VIC,20170726,34.71,35.21,34.54,35.21,508260,42,42.6,41.8,42.6,200000,0,0
VIC,20170725,34.55,34.8,34.55,34.71,193720,41.8,42.1,41.8,42,0,23140,100010
VIC,20170724,35.08,35.08,34.63,34.88,222770,42.45,42.45,41.9,42.2,2390348,60670,58180
VIC,20170721,34.79,35.08,34.42,35.08,563380,42.1,42.45,41.65,42.45,0,20420,367000
VIC,20170720,34.71,35.04,34.54,35.04,259280,42,42.4,41.8,42.4,0,60270,39500
VIC,20170719,35.13,35.13,34.67,34.71,300130,42.5,42.5,41.95,42,1640030,1734500,1847220
VIC,20170718,34.3,34.96,34.3,34.96,146220,41.5,42.3,41.5,42.3,1687710,1705230,1739470
VIC,20170717,35.13,35.13,34.55,35.04,489240,42.5,42.5,41.8,42.4,1620970,1670920,1857860
VIC,20170714,35.21,35.21,34.88,35.21,355150,42.6,42.6,42.2,42.6,0,27000,172120
VIC,20170713,35.21,35.21,34.63,35.21,552600,42.6,42.6,41.9,42.6,0,90030,219400
VIC,20170712,35.08,35.2,34.71,35.21,459760,42.45,42.6,42,42.6,0,1831420,1642950
VIC,20170711,33.97,34.8,33.97,34.79,436010,41.1,42.1,41.1,42.1,1627860,1831420,1642950
VIC,20170710,34.96,34.96,33.88,33.97,555810,42.3,42.3,41,41.1,0,26350,206390
VIC,20170707,35.25,35.29,34.71,34.71,238900,42.65,42.7,42,42,0,57940,11390
VIC,20170706,35.12,35.12,34.71,35.04,324260,42.5,42.5,42,42.4,0,227070,104620
VIC,20170705,34.96,35.04,34.42,34.71,493510,42.3,42.4,41.65,42,1423270,215080,328800
VIC,20170704,34.88,34.96,34.3,34.71,938440,42.2,42.3,41.5,42,0,91160,785630
VIC,20170703,35.29,35.29,34.88,34.96,537620,42.7,42.7,42.2,42.3,0,185920,428480
VIC,20170630,35.21,35.29,34.92,35.29,452240,42.6,42.7,42.25,42.7,0,242240,132760
VIC,20170629,35.37,35.37,34.96,35,171730,42.8,42.8,42.3,42.35,0,73740,46990
VIC,20170628,35.21,35.21,34.92,35.08,240730,42.6,42.6,42.25,42.45,0,59160,3030
VIC,20170627,35.37,35.37,35.12,35.21,217480,42.8,42.8,42.5,42.6,65220,348170,31690
VIC,20170626,34.75,35.49,34.75,35.37,579860,42.05,42.95,42.05,42.8,0,348170,31690
VIC,20170623,34.54,34.79,34.54,34.75,452090,41.8,42.1,41.8,42.05,240000,314800,289570
VIC,20170622,35.25,35.29,34.79,34.79,291210,42.65,42.7,42.1,42.1,103000,167430,230330
VIC,20170621,34.96,35.37,34.67,35.37,556290,42.3,42.8,41.95,42.8,0,139630,242610
VIC,20170620,35.7,35.7,34.96,34.96,475170,43.2,43.2,42.3,42.3,20000,111880,161020
VIC,20170619,35.13,35.62,35,35.62,756020,42.5,43.1,42.35,43.1,0,439180,52860
VIC,20170616,35.41,35.54,35.04,35.54,3660640,42.85,43,42.4,43,0,3620310,2056340
VIC,20170615,34.38,34.96,34.38,34.96,777300,41.6,42.3,41.6,42.3,173860,677600,369370
VIC,20170614,35.54,35.62,34.05,34.3,1835800,43,43.1,41.2,41.5,0,738840,36380
VIC,20170613,35.17,35.54,34.92,35.54,953070,42.55,43,42.25,43,5470938,393180,79500
VIC,20170612,34.55,35,34.38,35,1150090,41.8,42.35,41.6,42.35,0,201990,55560
VIC,20170609,34.21,34.54,34.21,34.38,538240,41.4,41.8,41.4,41.6,0,140690,12430
VIC,20170608,33.96,34.54,33.63,34.13,702230,41.1,41.8,40.7,41.3,17212651,339800,231900
VIC,20170607,33.6,33.89,33.6,33.88,494480,40.65,41,40.65,41,0,155460,53930
VIC,20170606,33.67,33.67,33.51,33.6,439540,40.75,40.75,40.55,40.65,0,66410,6960
VIC,20170605,33.47,33.59,33.26,33.55,494100,40.5,40.65,40.25,40.6,17264161,167590,95830
VIC,20170602,33.51,33.59,33.39,33.55,630520,40.55,40.65,40.4,40.6,0,260290,125150
VIC,20170601,33.47,33.59,33.26,33.51,710890,40.5,40.65,40.25,40.55,0,135360,421090
VIC,20170531,33.3,33.63,33.22,33.26,633970,40.3,40.7,40.2,40.25,17360000,90020,310400
VIC,20170530,33.31,33.56,33.27,33.26,665930,40.3,40.6,40.25,40.25,0,27730,109350
VIC,20170529,33.47,33.68,33.06,33.6,784880,40.5,40.75,40,40.65,0,56810,361970
VIC,20170526,33.14,33.47,33.06,33.47,724620,40.1,40.5,40,40.5,0,94500,278180
VIC,20170525,33.3,33.47,33.02,33.1,1822220,40.3,40.5,39.95,40.05,0,229610,1184030
VIC,20170524,33.76,33.84,33.39,33.47,1407180,40.85,40.95,40.4,40.5,0,281730,865370
VIC,20170523,34.05,34.05,33.72,33.76,799020,41.2,41.2,40.8,40.85,0,153270,380470
VIC,20170522,33.72,34.21,33.72,34.05,825830,40.8,41.4,40.8,41.2,0,135300,150430
VIC,20170519,34.13,34.13,33.63,33.8,645030,41.3,41.3,40.7,40.9,0,142880,231120
VIC,20170518,34.13,34.46,33.92,34.13,815460,41.3,41.7,41.05,41.3,0,283250,134110
VIC,20170517,34.13,34.47,34.01,34.13,538140,41.3,41.7,41.15,41.3,0,187250,166650
VIC,20170516,33.88,34.3,33.72,34.3,1007010,41,41.5,40.8,41.5,0,118870,76310
VIC,20170515,33.47,34.13,33.3,33.8,655580,40.5,41.3,40.3,40.9,0,101210,240890
VIC,20170512,33.39,33.55,33.3,33.47,372820,40.4,40.6,40.3,40.5,0,8170,160090
VIC,20170511,33.47,33.76,33.43,33.47,861350,40.5,40.85,40.45,40.5,0,12770,490320
VIC,20170510,33.51,33.72,33.39,33.43,722530,40.55,40.8,40.4,40.45,0,20080,526510
VIC,20170509,33.39,33.8,33.31,33.68,579970,40.4,40.9,40.3,40.75,0,4910,274250
VIC,20170508,33.39,33.51,33.18,33.39,457360,40.4,40.55,40.15,40.4,2245035,53220,190260
VIC,20170505,33.31,33.39,33.14,33.39,518030,40.3,40.4,40.1,40.4,0,3380,89200
VIC,20170504,33.51,33.51,33.14,33.31,695060,40.55,40.55,40.1,40.3,0,53740,398700
VIC,20170503,33.97,33.97,33.3,33.47,330500,41.1,41.1,40.3,40.5,0,69550,63700
VIC,20170428,33.47,33.8,33.39,33.8,868180,40.5,40.9,40.4,40.9,0,83310,655180
VIC,20170427,33.39,33.89,33.39,33.8,532960,40.4,41,40.4,40.9,0,46550,127240
VIC,20170426,33.39,33.47,33.14,33.39,418510,40.4,40.5,40.1,40.4,0,153910,280370
VIC,20170425,33.06,33.47,33.06,33.35,291630,40,40.5,40,40.35,0,86570,57510
VIC,20170424,33.3,33.8,32.77,33.06,422960,40.3,40.9,39.65,40,0,100960,227930
VIC,20170421,33.22,34.09,33.22,33.47,473170,40.2,41.25,40.2,40.5,0,167210,246310
VIC,20170420,34.3,34.38,33.47,33.55,1169510,41.5,41.6,40.5,40.6,2949983,188640,929250
VIC,20170419,34.46,34.46,34.25,34.3,961170,41.7,41.7,41.45,41.5,200000,729900,918450
VIC,20170418,34.29,34.71,34.13,34.46,420640,41.5,42,41.3,41.7,0,92440,186710
VIC,20170417,34.5,34.71,33.67,34.5,1273790,41.75,42,40.75,41.75,30000,95470,659230
VIC,20170414,34.87,35,34.46,34.5,700080,42.2,42.35,41.7,41.75,0,211650,174100
VIC,20170413,34.75,35.33,34.75,35.04,860710,42.05,42.75,42.05,42.4,0,630320,10750
VIC,20170412,35.17,35.46,34.72,34.75,660120,42.55,42.9,42,42.05,0,242750,217930
VIC,20170411,34.79,35.49,34.79,35.17,1211260,42.1,42.95,42.1,42.55,0,799750,58580
VIC,20170410,34.71,35.12,34.63,35.04,949330,42,42.5,41.9,42.4,0,389550,50270
VIC,20170407,34.38,34.71,34.3,34.71,370920,41.6,42,41.5,42,0,213060,11750
VIC,20170405,34.71,34.79,34.38,34.38,526530,42,42.1,41.6,41.6,50005,108120,278750
VIC,20170404,34.47,34.71,34.34,34.71,529490,41.7,42,41.55,42,0,204760,23400
VIC,20170403,34.63,34.72,34.3,34.3,623430,41.9,42,41.5,41.5,0,106750,170740
VIC,20170331,34.8,35,34.55,34.55,604220,42.1,42.35,41.8,41.8,0,145330,161700
VIC,20170330,34.96,35,34.71,34.88,665180,42.3,42.35,42,42.2,0,263210,53370
VIC,20170329,34.96,35.04,34.71,34.88,732520,42.3,42.4,42,42.2,0,162420,189180
VIC,20170328,35,35,34.71,34.71,710950,42.35,42.35,42,42,0,168770,178030
VIC,20170327,34.79,35.04,34.71,35,1056690,42.1,42.4,42,42.35,0,364200,45840
VIC,20170324,34.95,35.08,34.83,35,1562480,42.3,42.45,42.15,42.35,0,696140,7250
VIC,20170323,34.42,35.21,34.42,35.12,1028940,41.65,42.6,41.65,42.5,0,634540,626720
VIC,20170322,34.26,35.05,34.26,34.42,1495860,41.45,42.4,41.45,41.65,0,234190,464290
VIC,20170321,36.2,36.2,33.89,34.26,6736840,43.8,43.8,41,41.45,0,75430,600960
VIC,20170320,36.61,36.78,35.79,35.79,1170670,44.3,44.5,43.3,43.3,0,42520,126990
VIC,20170317,36.53,37.02,36.19,36.2,1070220,44.2,44.8,43.8,43.8,0,198370,929840
VIC,20170316,35.7,36.36,35.7,36.36,192350,43.2,44,43.2,44,0,1510,52630
VIC,20170315,36.44,36.52,35.78,35.95,557540,44.1,44.2,43.3,43.5,0,27790,366080
VIC,20170314,36.53,36.78,36.41,36.4,370080,44.2,44.5,44.05,44.05,0,101010,239060
VIC,20170313,36.86,36.94,36.53,36.53,362880,44.6,44.7,44.2,44.2,0,14910,181540
VIC,20170310,36.41,36.94,36.36,36.53,841330,44.05,44.7,44,44.2,0,7000,572840
VIC,20170309,36.78,36.78,36.53,36.53,271170,44.5,44.5,44.2,44.2,0,4150,78770
VIC,20170308,37.07,37.07,36.37,36.78,554530,44.85,44.85,44,44.5,0,39170,313120
VIC,20170307,36.98,37.43,36.86,37.07,238620,44.75,45.3,44.6,44.85,0,23030,26330
VIC,20170306,37.11,37.52,36.86,36.98,366910,44.9,45.4,44.6,44.75,0,117700,114800
VIC,20170303,36.74,37.11,36.62,36.78,290560,44.45,44.9,44.3,44.5,0,17920,5650
VIC,20170302,36.86,37.15,36.36,36.45,794680,44.6,44.95,44,44.1,0,50790,477680
VIC,20170301,36.94,37.48,36.61,36.94,651080,44.7,45.35,44.3,44.7,0,32120,206150
VIC,20170228,38.19,38.19,37.19,37.19,1009600,46.2,46.2,45,45,0,33680,537670
VIC,20170227,37.44,38.43,37.44,37.98,788600,45.3,46.5,45.3,45.95,0,34770,316710
VIC,20170224,37.4,38.02,37.11,37.4,508290,45.25,46,44.9,45.25,0,131510,63750
VIC,20170223,37.77,38.02,37.19,37.4,584670,45.7,46,45,45.25,0,158590,2320
VIC,20170222,38.27,38.68,37.6,37.77,885490,46.3,46.8,45.5,45.7,0,418110,233740
VIC,20170221,37.44,38.85,37.44,38.39,1291740,45.3,47,45.3,46.45,100000,727180,136920
VIC,20170220,36.19,37.52,35.78,37.44,804050,43.8,45.4,43.3,45.3,0,154580,23100
VIC,20170217,36.44,36.44,36.03,36.36,692670,44.1,44.1,43.6,44,0,164000,177320
VIC,20170216,36.78,36.95,36.37,36.36,871460,44.5,44.7,44,44,0,249120,37860
VIC,20170215,35.21,36.95,35.21,36.78,2270860,42.6,44.7,42.6,44.5,0,655590,163830
VIC,20170214,35.2,35.41,35.08,35.17,496140,42.6,42.85,42.45,42.55,0,9400,216960
VIC,20170213,35.12,35.2,34.95,35.12,316160,42.5,42.6,42.3,42.5,0,15790,56400
VIC,20170210,35.21,35.33,34.75,35.12,834560,42.6,42.75,42.05,42.5,0,57820,223730
VIC,20170209,35.37,35.41,35.16,35.25,282170,42.8,42.85,42.55,42.65,0,67950,64010
VIC,20170208,35.45,35.45,35.29,35.33,334800,42.9,42.9,42.7,42.75,0,107170,62540
VIC,20170207,35.04,35.37,34.87,35.37,794850,42.4,42.8,42.2,42.8,0,349190,125010
VIC,20170206,35.12,35.21,34.71,35.04,473180,42.5,42.6,42,42.4,0,122560,166560
VIC,20170203,35.12,35.12,34.67,34.71,397270,42.5,42.5,41.95,42,82590,107100,379300
VIC,20170202,34.96,35.41,34.96,35.12,390520,42.3,42.85,42.3,42.5,0,66870,243710
VIC,20170125,34.63,34.71,34.3,34.71,788030,41.9,42,41.5,42,0,49840,626190
VIC,20170124,34.88,34.88,34.3,34.3,539560,42.2,42.2,41.5,41.5,0,57410,466020
VIC,20170123,34.88,34.88,34.46,34.71,729750,42.2,42.2,41.7,42,0,16850,592960
VIC,20170120,34.83,34.88,34.59,34.71,714290,42.15,42.2,41.85,42,0,76170,608950
VIC,20170119,34.79,34.96,34.54,34.71,1160620,42.1,42.3,41.8,42,0,380,923320
VIC,20170118,34.96,35.25,34.8,34.79,743470,42.3,42.65,42.1,42.1,0,54520,360890
VIC,20170117,35.53,35.53,34.96,35.25,662430,43,43,42.3,42.65,0,5400,420290
VIC,20170116,35.79,35.79,35.42,35.41,249960,43.3,43.3,42.85,42.85,0,4000,63550
VIC,20170113,35.58,35.91,35.5,35.79,506040,43.05,43.45,42.95,43.3,0,42900,92830
VIC,20170112,35.71,35.79,35.42,35.54,518850,43.2,43.3,42.85,43,0,2240,184620
VIC,20170111,35.45,35.9,35.2,35.54,415040,42.9,43.45,42.6,43,0,22690,74520
VIC,20170110,35.7,35.78,35.41,35.45,432520,43.2,43.3,42.85,42.9,27000,60180,268230
VIC,20170109,35.79,35.95,35.7,35.7,459010,43.3,43.5,43.2,43.2,0,185540,43640
VIC,20170106,35.04,35.95,35,35.62,850050,42.4,43.5,42.35,43.1,0,38570,39520
VIC,20170105,34.63,35.04,34.63,34.96,359450,41.9,42.4,41.9,42.3,0,20040,42470
VIC,20170104,34.38,34.75,34.38,34.75,314110,41.6,42.05,41.6,42.05,0,144530,2720
VIC,20170103,34.71,34.71,34.38,34.38,321500,42,42,41.6,41.6,0,24870,139170
VIC,20161230,34.38,34.71,34.38,34.71,704400,41.6,42,41.6,42,0,25510,174860
VIC,20161229,34.38,34.75,34.38,34.63,386900,41.6,42.05,41.6,41.9,0,12260,155710
VIC,20161228,35.08,35.08,34.34,34.38,1112890,42.45,42.45,41.55,41.6,0,29660,907780
VIC,20161227,34.79,35.25,34.71,34.96,260080,42.1,42.65,42,42.3,0,27800,35830
VIC,20161226,34.87,34.87,34.62,34.71,205460,42.2,42.2,41.9,42,9202685,4880,9208900
VIC,20161223,34.38,34.79,34.38,34.79,282360,41.6,42.1,41.6,42.1,0,490,75380
VIC,20161222,34.38,34.79,34.17,34.71,667670,41.6,42.1,41.35,42,0,3510,267100
VIC,20161221,34.59,34.59,34.14,34.21,766850,41.85,41.85,41.3,41.4,100000,130510,754030
VIC,20161220,35.25,35.54,34.58,34.59,876460,42.65,43,41.85,41.85,50000,66350,839960
VIC,20161219,35.2,35.78,35.2,35.37,620190,42.6,43.3,42.6,42.8,0,64080,282600
VIC,20161216,34.71,35.12,34.17,35.12,3293250,42,42.5,41.35,42.5,2844500,72220,340710
VIC,20161215,34.96,35.04,34.58,34.71,388600,42.3,42.4,41.85,42,22920,72220,340710
VIC,20161214,34.71,35.12,34.38,35.08,830990,42,42.5,41.6,42.45,22920,252000,417890
VIC,20161213,34.71,34.71,33.97,34.71,1231230,42,42,41.1,42,0,172040,719520
VIC,20161212,34.38,34.71,34.13,34.71,756230,41.6,42,41.3,42,0,211290,342090
VIC,20161209,34.71,34.71,34.05,34.71,705920,42,42,41.2,42,0,23820,543450
VIC,20161208,34.3,34.71,34.3,34.71,713700,41.5,42,41.5,42,0,26010,420170
VIC,20161207,34.46,34.79,33.76,34.71,981090,41.7,42.1,40.85,42,0,6310,617110
VIC,20161206,34.63,34.63,33.84,34.46,563020,41.9,41.9,40.95,41.7,0,21870,469970
VIC,20161205,34.71,34.83,34.21,34.67,672940,42,42.15,41.4,41.95,30000,17600,448800
VIC,20161202,34.3,34.88,34.3,34.71,627590,41.5,42.2,41.5,42,2099167,17000,467690
VIC,20161201,34.79,34.88,34.3,34.71,701120,42.1,42.2,41.5,42,0,26280,545070
VIC,20161130,33.93,34.71,33.39,34.71,1461410,41.05,42,40.4,42,33600,103420,1111720
VIC,20161129,35.12,35.12,34.29,34.3,986930,42.5,42.5,41.5,41.5,200000,54470,878020
VIC,20161128,34.54,35.12,33.96,35.12,1107530,41.8,42.5,41.1,42.5,0,31830,878390
VIC,20161125,34.95,35.12,34.29,35.12,1651400,42.3,42.5,41.5,42.5,0,14240,1122190
VIC,20161124,35.29,35.29,34.75,35.12,619360,42.7,42.7,42.05,42.5,0,7010,372250
VIC,20161123,35.21,35.38,35.17,35.29,286930,42.6,42.8,42.55,42.7,0,32970,5510
VIC,20161122,35.04,35.29,35.04,35.21,261260,42.4,42.7,42.4,42.6,0,41420,109230
VIC,20161121,35.13,35.21,34.88,35.21,326180,42.5,42.6,42.2,42.6,0,33180,119360
VIC,20161118,35.54,35.54,34.96,35.21,376190,43,43,42.3,42.6,0,82120,246990
VIC,20161117,35.21,35.37,34.75,35.29,993910,42.6,42.8,42.05,42.7,0,2700,538500
VIC,20161116,35.33,35.78,35.21,35.29,465120,42.75,43.3,42.6,42.7,0,9750,188250
VIC,20161115,35.53,35.95,35.16,35.33,404110,43,43.5,42.55,42.75,680049,27170,247560
VIC,20161114,36.11,37.02,35.45,35.45,1412440,43.7,44.8,42.9,42.9,0,2950,813640
VIC,20161111,35.37,36.36,35,36.36,1006070,42.8,44,42.35,44,0,21380,525350
VIC,20161110,35.37,35.53,35.2,35.37,254060,42.8,43,42.6,42.8,0,46110,163390
VIC,20161109,35.45,35.45,34.71,35.12,846210,42.9,42.9,42,42.5,0,177410,125550
VIC,20161108,35.29,35.45,35.21,35.37,351360,42.7,42.9,42.6,42.8,0,213950,149420
VIC,20161107,35.04,35.41,34.96,35.33,195260,42.4,42.85,42.3,42.75,0,78320,10300
VIC,20161104,34.71,35.29,34.71,35.04,166620,42,42.7,42,42.4,0,133560,41730
VIC,20161103,34.79,35.37,34.59,35.04,488460,42.1,42.8,41.85,42.4,0,121220,177770
VIC,20161102,35.37,35.7,34.96,34.96,481870,42.8,43.2,42.3,42.3,5094002,207180,156130
VIC,20161101,35.12,35.41,35.12,35.33,207880,42.5,42.85,42.5,42.75,100000,236260,180250
VIC,20161031,35.12,35.74,34.96,35.12,980500,42.5,43.25,42.3,42.5,0,311580,756100
VIC,20161028,35.37,35.7,35.2,35.41,711780,42.8,43.2,42.6,42.85,0,246380,406260
VIC,20161027,35.04,35.45,34.71,35.37,1053560,42.4,42.9,42,42.8,0,520720,785800
VIC,20161026,35.04,35.37,34.71,35.08,434490,42.4,42.8,42,42.45,0,138440,253830
VIC,20161025,35.04,35.42,34.96,35.29,555710,42.4,42.85,42.3,42.7,3311959,139640,234530
VIC,20161024,35.54,35.54,35.13,35.54,587640,43,43,42.5,43,9301149,243090,209060
VIC,20161021,35.79,35.79,35.29,35.54,751380,43.3,43.3,42.7,43,8408607,208130,500850
VIC,20161020,36.03,36.03,35.54,35.79,331270,43.6,43.6,43,43.3,8969859,50720,82740
VIC,20161019,35.41,36.19,35.28,36.2,654870,42.85,43.8,42.7,43.8,19158040,141800,174950
VIC,20161018,35.54,35.54,35.13,35.45,320680,43,43,42.5,42.9,14170820,152270,93790
VIC,20161017,35.54,35.62,35.29,35.54,542930,43,43.1,42.7,43,0,175790,234380
VIC,20161014,35.42,35.87,35.04,35.54,628940,42.85,43.4,42.4,43,10670178,353020,368130
VIC,20161013,35.13,35.62,34.63,35.54,1097150,42.5,43.1,41.9,43,4109270,408030,790510
VIC,20161012,34.79,35.37,34.79,34.88,164250,42.1,42.8,42.1,42.2,200760,259710,271070
VIC,20161011,34.87,35.12,34.46,34.79,307500,42.2,42.5,41.7,42.1,7591626,106240,150240
VIC,20161010,35.7,35.7,34.71,34.79,286190,43.2,43.2,42,42.1,0,105750,186910
VIC,20161007,35.54,35.87,35.04,35.37,250280,43,43.4,42.4,42.8,0,229500,601710
VIC,20161006,36.2,36.2,35.21,35.29,797640,43.8,43.8,42.6,42.7,5949593,229500,601710
VIC,20161005,36.61,36.77,36.11,36.2,254440,44.3,44.5,43.7,43.8,0,94530,129330
VIC,20161004,35.54,36.37,35.37,36.36,446930,43,44,42.8,44,0,55880,240850
VIC,20161003,36.78,36.78,35.54,35.54,1050750,44.5,44.5,43,43,5887392,127060,792070
VIC,20160930,36.78,37.03,35.13,36.78,170270,44.5,44.8,42.5,44.5,0,28380,60050
VIC,20160929,36.9,37.15,36.86,37.15,218130,44.65,44.95,44.6,44.95,0,92860,36880
VIC,20160928,37.61,37.61,36.37,36.9,1071170,45.5,45.5,44,44.65,1400218,126630,692200
VIC,20160927,37.11,37.97,36.94,37.98,362780,44.9,45.95,44.7,45.95,295480,367930,343600
VIC,20160926,36.65,37.19,36.11,36.94,420940,44.35,45,43.7,44.7,0,224370,70310
VIC,20160923,36.44,36.65,36.36,36.65,464830,44.1,44.35,44,44.35,0,161010,124880
VIC,20160922,36.12,36.7,36.12,36.36,1031190,43.7,44.4,43.7,44,0,240570,283850
VIC,20160921,35.54,36.28,35.21,36.12,739790,43,43.9,42.6,43.7,0,274170,182400
VIC,20160920,34.46,35.54,34.26,35.21,779080,41.7,43,41.45,42.6,0,207270,411100
VIC,20160919,35.54,35.54,34.71,34.96,447860,43,43,42,42.3,30000,140010,250210
VIC,20160916,33.64,35.54,33.64,35.54,2866190,40.7,43,40.7,43,0,1306430,1958240
VIC,20160915,33.5,34.24,33.09,34.05,824280,40.5,41.4,40,41.2,0,5400,78000
VIC,20160914,33.4,33.4,32.59,32.59,801730,49.5,49.5,48.3,48.3,0,149680,165020
VIC,20160913,33.4,33.67,33.06,33.13,393290,49.5,49.9,49,49.1,947113,44560,65000
VIC,20160912,33.73,33.73,32.99,33.6,728040,50,50,48.9,49.8,5589088,299340,84550
VIC,20160909,32.72,32.99,32.52,32.92,918320,48.5,48.9,48.2,48.8,163020,452930,377100
VIC,20160908,32.39,32.39,32.12,32.25,334150,48,48,47.6,47.8,259700,358460,429880
VIC,20160907,32.45,32.45,31.98,32.05,515100,48.1,48.1,47.4,47.5,0,13960,426920
VIC,20160906,32.59,32.66,32.32,32.32,598070,48.3,48.4,47.9,47.9,250000,588620,713460
VIC,20160905,32.45,32.45,32.11,32.32,394080,48.1,48.1,47.6,47.9,328980,341930,473920
VIC,20160901,32.52,32.58,32.11,32.38,349770,48.2,48.3,47.6,48,200000,287630,317500
VIC,20160831,32.38,32.72,32.32,32.45,482190,48,48.5,47.9,48.1,3921440,376660,342150
VIC,20160830,32.38,32.65,32.04,32.45,233880,48,48.4,47.5,48.1,400000,429480,503440
VIC,20160829,32.38,32.85,32.38,32.38,858310,48,48.7,48,48,0,243000,327820
VIC,20160826,32.39,32.59,32.32,32.38,240700,48,48.3,47.9,48,0,11640,98550
VIC,20160825,32.72,32.72,32.25,32.59,644830,48.5,48.5,47.8,48.3,2317797,51260,411490
VIC,20160824,32.72,32.92,32.59,32.72,478690,48.5,48.8,48.3,48.5,0,54480,202770
VIC,20160823,31.51,32.72,31.3,32.72,1687820,46.7,48.5,46.4,48.5,100000,111420,1345110
VIC,20160822,32.38,32.38,31.51,31.64,1594810,48,48,46.7,46.9,0,16790,1361730
VIC,20160819,32.39,32.66,31.85,32.18,1158000,48,48.4,47.2,47.7,4248345,172700,998000
VIC,20160818,32.99,32.99,32.19,32.32,432750,48.9,48.9,47.7,47.9,1502969,10020,270810
VIC,20160817,32.32,32.86,31.71,32.32,1763870,47.9,48.7,47,47.9,0,152910,1498440
VIC,20160816,33.06,33.06,32.05,32.32,1691880,49,49,47.5,47.9,0,41640,1339640
VIC,20160815,33.06,33.06,32.72,33.06,543500,49,49,48.5,49,0,24700,300290
VIC,20160812,33.4,33.4,32.79,33.06,1226560,49.5,49.5,48.6,49,25000,159130,670870
VIC,20160811,32.79,33.19,32.52,33.06,1964870,48.6,49.2,48.2,49,28000,406140,1044790
VIC,20160810,30.83,32.79,30.83,32.79,2852080,45.7,48.6,45.7,48.6,30000,71760,1395900
VIC,20160809,30.03,30.9,30.03,30.7,827360,44.5,45.8,44.5,45.5,0,11000,587720
VIC,20160808,30.16,30.7,28.07,30.16,3019390,44.7,45.5,41.6,44.7,0,82950,2398450
VIC,20160805,31.38,31.92,30.03,30.16,1844020,46.5,47.3,44.5,44.7,0,201480,945700
VIC,20160804,33.39,33.46,32.05,32.05,732590,49.5,49.6,47.5,47.5,560740,631610,691220
VIC,20160803,33.74,34.07,33.06,33.26,1214100,50,50.5,49,49.3,0,420370,194880
VIC,20160802,34.07,35.08,34.07,34.41,1349020,50.5,52,50.5,51,124330,468790,802740
VIC,20160801,34.75,35.08,34.07,34.74,460650,51.5,52,50.5,51.5,0,328620,27160
VIC,20160729,35.42,35.42,34.41,34.41,359260,52.5,52.5,51,51,0,88280,2210
VIC,20160728,34.75,35.76,34.41,35.42,528660,51.5,53,51,52.5,1292315,164970,6320
VIC,20160727,34.07,34.41,33.73,34.41,335420,50.5,51,50,51,2831839,481260,520250
VIC,20160726,34.07,34.41,33.6,34.07,266140,50.5,51,49.8,50.5,0,10250,9540
VIC,20160725,34.07,34.4,33.73,34.07,148890,50.5,51,50,50.5,0,17660,0
VIC,20160722,34.07,34.41,33.46,33.73,628770,50.5,51,49.6,50,0,45800,237650
VIC,20160721,34.07,34.74,33.66,34.07,622420,50.5,51.5,49.9,50.5,0,115830,197470
VIC,20160720,35.08,35.42,33.73,33.73,1193970,52,52.5,50,50,0,100030,459670
VIC,20160719,36.43,36.77,34.07,35.08,1550450,54,54.5,50.5,52,0,51370,304860
